7.204200000000000000e+04,8.530000000000000000e+02
7.132700000000000000e+04,1.533000000000000000e+03
3.922800000000000000e+04,2.260000000000000000e+03
2.456900000000000000e+04,2.714000000000000000e+03
1.571700000000000000e+04,3.300000000000000000e+03
1.377700000000000000e+04,3.876000000000000000e+03
1.197400000000000000e+04,4.402000000000000000e+03
1.149100000000000000e+04,4.573000000000000000e+03
1.146300000000000000e+04,5.133000000000000000e+03
1.102200000000000000e+04,5.407000000000000000e+03
1.104500000000000000e+04,5.665000000000000000e+03
1.096000000000000000e+04,6.004000000000000000e+03
1.092300000000000000e+04,6.347000000000000000e+03
1.093500000000000000e+04,6.515000000000000000e+03
1.091400000000000000e+04,6.698000000000000000e+03
1.084000000000000000e+04,6.624000000000000000e+03
1.089600000000000000e+04,6.701000000000000000e+03
1.085200000000000000e+04,7.138000000000000000e+03
1.081800000000000000e+04,6.991000000000000000e+03
1.081500000000000000e+04,7.032000000000000000e+03
1.081800000000000000e+04,7.098000000000000000e+03
1.081000000000000000e+04,7.164000000000000000e+03
1.080300000000000000e+04,7.222000000000000000e+03
1.080400000000000000e+04,7.196000000000000000e+03
1.078000000000000000e+04,7.280000000000000000e+03
